Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5610785,"GLI3 is processed to GLI3R by the proteasome",1,62,0.004269384382316485,0.7434856586721541,0.7434856586721541,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PSMD8","","R-HSA-5610754"
R-HSA-5610783,"Degradation of GLI2 by the proteasome",1,62,0.004269384382316485,0.7434856586721541,0.7434856586721541,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PSMD8","","R-HSA-5610757"
R-HSA-187577,"SCF(Skp2)-mediated degradation of p27/p21",1,62,0.004269384382316485,0.7434856586721541,0.7434856586721541,1,7,5.213764337851929E-4,9606,Homo sapiens,"PSMD8","","R-HSA-187574"
R-HSA-382556,"ABC-family proteins mediated transport",2,122,0.008401046687784052,0.7474290128702635,0.7474290128702635,2,27,0.0020110233874571725,9606,Homo sapiens,"PSMD8;APOA1","","R-HSA-382553;R-HSA-8866553"
R-HSA-174084,"Autodegradation of Cdh1 by Cdh1:APC/C",1,64,0.0044071064591654045,0.7545242583936697,0.7545242583936697,1,2,1.4896469536719798E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174058"
R-HSA-5387390,"Hh mutants abrogate ligand secretion",1,64,0.0044071064591654045,0.7545242583936697,0.7545242583936697,1,7,5.213764337851929E-4,9606,Homo sapiens,"PSMD8","","R-HSA-5387392"
R-HSA-2219528,"PI3K/AKT Signaling in Cancer",2,124,0.00853876876463297,0.7554281238180879,0.7554281238180879,1,21,0.0015641293013555788,9606,Homo sapiens,"HGF;FGF2","","R-HSA-2400009"
R-HSA-112399,"IRS-mediated signalling",1,65,0.004475967497589863,0.7598646732030336,0.7598646732030336,1,9,6.703411291523909E-4,9606,Homo sapiens,"FGF2","","R-HSA-109699"
R-HSA-2980736,"Peptide hormone metabolism",2,126,0.00867649084148189,0.7632081971679231,0.7632081971679231,3,63,0.0046923879040667365,9606,Homo sapiens,"CTSZ;CTSD","","R-HSA-2022412;R-HSA-2022381;R-HSA-2022403"
R-HSA-4608870,"Asymmetric localization of PCP proteins",1,66,0.004544828536014323,0.7650892627451149,0.7650892627451149,1,7,5.213764337851929E-4,9606,Homo sapiens,"PSMD8","","R-HSA-4608855"
R-HSA-5678895,"Defective CFTR causes cystic fibrosis",1,66,0.004544828536014323,0.7650892627451149,0.7650892627451149,1,7,5.213764337851929E-4,9606,Homo sapiens,"PSMD8","","R-HSA-8866858"
R-HSA-5607761,"Dectin-1 mediated noncanonical NF-kB signaling",1,66,0.004544828536014323,0.7650892627451149,0.7650892627451149,1,9,6.703411291523909E-4,9606,Homo sapiens,"PSMD8","","R-HSA-5607731"
R-HSA-1592230,"Mitochondrial biogenesis",2,128,0.008814212918330809,0.7707732472510913,0.7707732472510913,5,36,0.0026813645166095636,9606,Homo sapiens,"APOO;HCFC1","","R-HSA-1592232;R-HSA-8949609;R-HSA-1592250;R-HSA-1592252;R-HSA-2466367"
R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",2,129,0.008883073956755267,0.7744764095415732,0.7744764095415732,1,7,5.213764337851929E-4,9606,Homo sapiens,"HGF;FGF2","","R-HSA-2316434"
R-HSA-174154,"APC/C:Cdc20 mediated degradation of Securin",1,68,0.004682550612863242,0.7752009293140625,0.7752009293140625,1,3,2.2344704305079697E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174202"
R-HSA-68867,"Assembly of the pre-replicative complex",1,68,0.004682550612863242,0.7752009293140625,0.7752009293140625,1,12,8.937881722031879E-4,9606,Homo sapiens,"PSMD8","","R-HSA-68825"
R-HSA-2428928,"IRS-related events triggered by IGF1R",1,69,0.004751411651287701,0.7800928541955537,0.7800928541955537,1,12,8.937881722031879E-4,9606,Homo sapiens,"FGF2","","R-HSA-109699"
R-HSA-1268020,"Mitochondrial protein import",1,69,0.004751411651287701,0.7800928541955537,0.7800928541955537,1,14,0.0010427528675703858,9606,Homo sapiens,"PITRM1","","R-HSA-8986181"
R-HSA-69580,"p53-Dependent G1/S DNA damage checkpoint",1,70,0.004820272689712161,0.7848786518139425,0.7848786518139425,1,22,0.0016386116490391778,9606,Homo sapiens,"PSMD8","","R-HSA-264458"
R-HSA-69563,"p53-Dependent G1 DNA Damage Response",1,70,0.004820272689712161,0.7848786518139425,0.7848786518139425,1,22,0.0016386116490391778,9606,Homo sapiens,"PSMD8","","R-HSA-264458"
R-HSA-5658442,"Regulation of RAS by GAPs",1,71,0.00488913372813662,0.789560617428464,0.789560617428464,1,5,3.7241173841799495E-4,9606,Homo sapiens,"PSMD8","","R-HSA-5658430"
R-HSA-8848021,"Signaling by PTK6",1,71,0.00488913372813662,0.789560617428464,0.789560617428464,3,53,0.003947564427230746,9606,Homo sapiens,"TGFB1I1","","R-HSA-8848611;R-HSA-8848606;R-HSA-8848618"
R-HSA-9006927,"Signaling by Non-Receptor Tyrosine Kinases",1,71,0.00488913372813662,0.789560617428464,0.789560617428464,3,53,0.003947564427230746,9606,Homo sapiens,"TGFB1I1","","R-HSA-8848611;R-HSA-8848606;R-HSA-8848618"
R-HSA-1169091,"Activation of NF-kappaB in B cells",1,72,0.00495799476656108,0.794140996811538,0.794140996811538,1,10,7.448234768359899E-4,9606,Homo sapiens,"PSMD8","","R-HSA-1168640"
R-HSA-1234176,"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",1,72,0.00495799476656108,0.794140996811538,0.794140996811538,1,12,8.937881722031879E-4,9606,Homo sapiens,"PSMD8","","R-HSA-1234159"
R-HSA-69615,"G1/S DNA Damage Checkpoints",1,72,0.00495799476656108,0.794140996811538,0.794140996811538,2,26,0.0019365410397735737,9606,Homo sapiens,"PSMD8","","R-HSA-69600;R-HSA-264458"
R-HSA-2428924,"IGF1R signaling cascade",1,72,0.00495799476656108,0.794140996811538,0.794140996811538,1,17,0.0012661999106211828,9606,Homo sapiens,"FGF2","","R-HSA-109699"
R-HSA-74751,"Insulin receptor signalling cascade",1,72,0.00495799476656108,0.794140996811538,0.794140996811538,1,25,0.0018620586920899747,9606,Homo sapiens,"FGF2","","R-HSA-109699"
R-HSA-174184,"Cdc20:Phospho-APC/C mediated degradation of Cyclin A",1,73,0.005026855804985539,0.798621987312353,0.798621987312353,1,3,2.2344704305079697E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174255"
R-HSA-68949,"Orc1 removal from chromatin",1,73,0.005026855804985539,0.798621987312353,0.798621987312353,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-68948"
R-HSA-2404192,"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)",1,73,0.005026855804985539,0.798621987312353,0.798621987312353,1,19,0.0014151646059883808,9606,Homo sapiens,"FGF2","","R-HSA-109699"
R-HSA-199418,"Negative regulation of the PI3K/AKT network",2,137,0.009433962264150943,0.802265241255249,0.802265241255249,1,10,7.448234768359899E-4,9606,Homo sapiens,"HGF;FGF2","","R-HSA-2316434"
R-HSA-174178,"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",1,74,0.005095716843409998,0.8030057388977799,0.8030057388977799,2,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174105;R-HSA-188191"
R-HSA-179419,"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",1,74,0.005095716843409998,0.8030057388977799,0.8030057388977799,1,6,4.4689408610159393E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174255"
R-HSA-8948751,"Regulation of PTEN stability and activity",1,74,0.005095716843409998,0.8030057388977799,0.8030057388977799,1,13,9.682705198867869E-4,9606,Homo sapiens,"PSMD8","","R-HSA-8850992"
R-HSA-163841,"Gamma carboxylation, hypusine formation and arylsulfatase activation",1,74,0.005095716843409998,0.8030057388977799,0.8030057388977799,3,40,0.0029792939073439596,9606,Homo sapiens,"F2","","R-HSA-159826;R-HSA-159843;R-HSA-159728"
R-HSA-69017,"CDK-mediated phosphorylation and removal of Cdc6",1,75,0.005164577881834458,0.8072943551708658,0.8072943551708658,1,4,2.9792939073439596E-4,9606,Homo sapiens,"PSMD8","","R-HSA-69016"
R-HSA-9707587,"Regulation of HMOX1 expression and activity",1,75,0.005164577881834458,0.8072943551708658,0.8072943551708658,1,19,0.0014151646059883808,9606,Homo sapiens,"PSMD8","","R-HSA-8932355"
R-HSA-176409,"APC/C:Cdc20 mediated degradation of mitotic proteins",1,76,0.005233438920258918,0.8114898943676148,0.8114898943676148,2,13,9.682705198867869E-4,9606,Homo sapiens,"PSMD8","","R-HSA-174202;R-HSA-174255"
R-HSA-176814,"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",1,77,0.005302299958683377,0.8155943703322964,0.8155943703322964,2,15,0.0011172352152539848,9606,Homo sapiens,"PSMD8","","R-HSA-174202;R-HSA-174255"
R-HSA-5218859,"Regulated Necrosis",1,77,0.005302299958683377,0.8155943703322964,0.8155943703322964,2,57,0.004245493817965142,9606,Homo sapiens,"SDCBP","","R-HSA-9688832;R-HSA-5620975"
R-HSA-375276,"Peptide ligand-binding receptors",3,203,0.013978790800165267,0.8221608720323608,0.8221608720323608,4,76,0.005660658423953523,9606,Homo sapiens,"CXCL12;ANXA1;F2","","R-HSA-389463;R-HSA-374214;R-HSA-444476;R-HSA-391913"
R-HSA-1660661,"Sphingolipid de novo biosynthesis",1,80,0.005508883073956756,0.8273809113020911,0.8273809113020911,7,32,0.0023834351258751676,9606,Homo sapiens,"COL4A3BP","","R-HSA-429732;R-HSA-429698;R-HSA-429730;R-HSA-429714;R-HSA-429699;R-HSA-429683;R-HSA-429694"
R-HSA-351202,"Metabolism of polyamines",1,80,0.005508883073956756,0.8273809113020911,0.8273809113020911,1,17,0.0012661999106211828,9606,Homo sapiens,"PSMD8","","R-HSA-353125"
R-HSA-5663084,"Diseases of carbohydrate metabolism",1,81,0.0055777441123812145,0.8311404179267298,0.8311404179267298,1,44,0.0032772232980783555,9606,Homo sapiens,"ADAMTS4","","R-HSA-9036729"
R-HSA-9711123,"Cellular response to chemical stress",3,208,0.014323095992287564,0.8344915723644988,0.8344915723644988,3,71,0.0052882466855355284,9606,Homo sapiens,"PSMD8;PRDX2;PRDX6","","R-HSA-3343700;R-HSA-8932355;R-HSA-3341343"
R-HSA-1226099,"Signaling by FGFR in disease",1,82,0.005646605150805674,0.8348182973642898,0.8348182973642898,42,106,0.007895128854461492,9606,Homo sapiens,"FGF2","","R-HSA-2023455;R-HSA-2023451;R-HSA-5655315;R-HSA-5655326;R-HSA-5655262;R-HSA-5655263;R-HSA-5654748;R-HSA-5655323;R-HSA-5655320;R-HSA-2033488;R-HSA-8853320;R-HSA-2033486;R-HSA-5655301;R-HSA-5655233;R-HSA-5655247;R-HSA-5655244;R-HSA-5655245;R-HSA-5655243;R-HSA-2033474;R-HSA-5655240;R-HSA-5655241;R-HSA-2033472;R-HSA-1839100;R-HSA-5655285;R-HSA-1839098;R-HSA-5655295;R-HSA-1839094;R-HSA-5655290;R-HSA-5655289;R-HSA-2077424;R-HSA-5655270;R-HSA-5655268;R-HSA-2077421;R-HSA-5655269;R-HSA-2077420;R-HSA-2012074;R-HSA-5655266;R-HSA-2012073;R-HSA-5655278;R-HSA-5655343;R-HSA-5655277;R-HSA-5655339"
R-HSA-8852276,"The role of GTSE1 in G2/M progression after G2 checkpoint",1,83,0.005715466189230134,0.8384163164515284,0.8384163164515284,1,10,7.448234768359899E-4,9606,Homo sapiens,"PSMD8","","R-HSA-8852354"
R-HSA-176408,"Regulation of APC/C activators between G1/S and early anaphase",1,83,0.005715466189230134,0.8384163164515284,0.8384163164515284,1,14,0.0010427528675703858,9606,Homo sapiens,"PSMD8","","R-HSA-174203"
R-HSA-1280218,"Adaptive Immune System",18,1004,0.06913648257815729,0.8394985637907177,0.8394985637907177,21,264,0.01966333978847013,9606,Homo sapiens,"FGB;HSPA5;FGG;CTSL1;PSMD8;COL1A1;COL3A1;COL2A1;COL1A2;CTSL;CTSK;CTSF;CALR;CTSD;S100A9;CTSC;S100A8;CTSB","","R-HSA-983150;R-HSA-8951595;R-HSA-8951499;R-HSA-983148;R-HSA-983146;R-HSA-1236948;R-HSA-983145;R-HSA-2130504;R-HSA-983142;R-HSA-8863914;R-HSA-2130349;R-HSA-8863895;R-HSA-1168640;R-HSA-5696356;R-HSA-2130706;R-HSA-5696357;R-HSA-8863858;R-HSA-1236935;R-HSA-983161;R-HSA-1236970;R-HSA-5607724"
R-HSA-1234174,"Cellular response to hypoxia",1,85,0.0058531882660790525,0.8453796511166212,0.8453796511166212,1,20,0.0014896469536719798,9606,Homo sapiens,"PSMD8","","R-HSA-1234159"
R-HSA-8980692,"RHOA GTPase cycle",2,154,0.010604599917366755,0.8514386714431795,0.8514386714431795,2,6,4.4689408610159393E-4,9606,Homo sapiens,"LMAN1;ARHGDIA","","R-HSA-9013004;R-HSA-9012835"
R-HSA-5654738,"Signaling by FGFR2",1,88,0.006059771381352431,0.8552677225980657,0.8552677225980657,29,46,0.0034261879934455535,9606,Homo sapiens,"FGF2","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654677;R-HSA-5654608;R-HSA-5654622;R-HSA-5654620;R-HSA-5654618;R-HSA-190413;R-HSA-5656070;R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402;R-HSA-5654147;R-HSA-5654159;R-HSA-5654607;R-HSA-5654157;R-HSA-5654605;R-HSA-5654603;R-HSA-5654729;R-HSA-5654399;R-HSA-5654397;R-HSA-190258;R-HSA-5654562;R-HSA-190260;R-HSA-8941618;R-HSA-5654701;R-HSA-5654697"
R-HSA-2151201,"Transcriptional activation of mitochondrial biogenesis",1,88,0.006059771381352431,0.8552677225980657,0.8552677225980657,4,32,0.0023834351258751676,9606,Homo sapiens,"HCFC1","","R-HSA-1592232;R-HSA-1592250;R-HSA-1592252;R-HSA-2466367"
R-HSA-69202,"Cyclin E associated events during G1/S transition ",1,88,0.006059771381352431,0.8552677225980657,0.8552677225980657,1,20,0.0014896469536719798,9606,Homo sapiens,"PSMD8","","R-HSA-187574"
R-HSA-69002,"DNA Replication Pre-Initiation",1,88,0.006059771381352431,0.8552677225980657,0.8552677225980657,1,21,0.0015641293013555788,9606,Homo sapiens,"PSMD8","","R-HSA-68825"
R-HSA-9645723,"Diseases of programmed cell death",1,89,0.0061286324197768905,0.8584216045821492,0.8584216045821492,1,27,0.0020110233874571725,9606,Homo sapiens,"PRDX2","","R-HSA-8868573"
R-HSA-73887,"Death Receptor Signalling",2,158,0.010880044071064592,0.8612664615498629,0.8612664615498629,6,93,0.006926858334574706,9606,Homo sapiens,"ADAM17;ARHGDIA","","R-HSA-9012761;R-HSA-193696;R-HSA-193668;R-HSA-3371385;R-HSA-193646;R-HSA-193679"
R-HSA-69656,"Cyclin A:Cdk2-associated events at S phase entry",1,90,0.006197493458201349,0.8615069712859733,0.8615069712859733,1,19,0.0014151646059883808,9606,Homo sapiens,"PSMD8","","R-HSA-187574"
R-HSA-1168372,"Downstream signaling events of B Cell Receptor (BCR)",1,91,0.006266354496625809,0.8645253065495562,0.8645253065495562,1,15,0.0011172352152539848,9606,Homo sapiens,"PSMD8","","R-HSA-1168640"
R-HSA-195253,"Degradation of beta-catenin by the destruction complex",1,91,0.006266354496625809,0.8645253065495562,0.8645253065495562,1,23,0.0017130939967227767,9606,Homo sapiens,"PSMD8","","R-HSA-2130282"
R-HSA-174143,"APC/C-mediated degradation of cell cycle proteins",1,92,0.006335215535050269,0.8674780621767697,0.8674780621767697,6,40,0.0029792939073439596,9606,Homo sapiens,"PSMD8","","R-HSA-174058;R-HSA-174202;R-HSA-174203;R-HSA-174105;R-HSA-188191;R-HSA-174255"
R-HSA-453276,"Regulation of mitotic cell cycle",1,92,0.006335215535050269,0.8674780621767697,0.8674780621767697,6,40,0.0029792939073439596,9606,Homo sapiens,"PSMD8","","R-HSA-174058;R-HSA-174202;R-HSA-174203;R-HSA-174105;R-HSA-188191;R-HSA-174255"
R-HSA-5632684,"Hedgehog 'on' state",1,92,0.006335215535050269,0.8674780621767697,0.8674780621767697,2,37,0.0027558468642931624,9606,Homo sapiens,"PSMD8","","R-HSA-5635868;R-HSA-5635854"
R-HSA-9678108,"SARS-CoV-1 Infection",1,92,0.006335215535050269,0.8674780621767697,0.8674780621767697,2,112,0.008342022940563087,9606,Homo sapiens,"CTSL1;CTSL","","R-HSA-9685655;R-HSA-9686710"
R-HSA-69052,"Switching of origins to a post-replicative state",1,93,0.006404076573474728,0.8703666586248899,0.8703666586248899,2,9,6.703411291523909E-4,9606,Homo sapiens,"PSMD8","","R-HSA-68948;R-HSA-69016"
R-HSA-450531,"Regulation of mRNA stability by proteins that bind AU-rich elements",1,93,0.006404076573474728,0.8703666586248899,0.8703666586248899,1,26,0.0019365410397735737,9606,Homo sapiens,"PSMD8","","R-HSA-450466"
R-HSA-74752,"Signaling by Insulin receptor",1,97,0.006679520727172566,0.881306802021492,0.881306802021492,1,34,0.0025323998212423656,9606,Homo sapiens,"FGF2","","R-HSA-109699"
R-HSA-5358351,"Signaling by Hedgehog",2,168,0.011568654455309186,0.8832906042167552,0.8832906042167552,8,82,0.006107552510055117,9606,Homo sapiens,"PSMD8;ADAM17","","R-HSA-5610757;R-HSA-5362448;R-HSA-5610758;R-HSA-5610754;R-HSA-5362793;R-HSA-5635868;R-HSA-5635854;R-HSA-5610760"
R-HSA-4086400,"PCP/CE pathway",1,99,0.006817242804021485,0.8864266575114685,0.8864266575114685,1,24,0.0017875763444063757,9606,Homo sapiens,"PSMD8","","R-HSA-4608855"
R-HSA-9013423,"RAC3 GTPase cycle",1,100,0.006886103842445944,0.888903417500356,0.888903417500356,1,6,4.4689408610159393E-4,9606,Homo sapiens,"LMAN1","","R-HSA-9714691"
R-HSA-381070,"IRE1alpha activates chaperones",1,101,0.006954964880870404,0.8913263314926602,0.8913263314926602,1,53,0.003947564427230746,9606,Homo sapiens,"HSPA5","","R-HSA-381217"
R-HSA-5357801,"Programmed Cell Death",3,238,0.016388927145021347,0.8940359777002914,0.8940359777002914,4,197,0.014673022493669,9606,Homo sapiens,"PSMD8;SDCBP;PLEC","","R-HSA-211715;R-HSA-9688832;R-HSA-201637;R-HSA-5620975"
R-HSA-1989781,"PPARA activates gene expression",2,175,0.012050681724280402,0.8967376319412682,0.8967376319412682,1,41,0.0030537762550275583,9606,Homo sapiens,"APOA1","","R-HSA-1989754"
R-HSA-5668541,"TNFR2 non-canonical NF-kB pathway",1,104,0.007161547996143782,0.8982835422187425,0.8982835422187425,3,43,0.0032027409503947563,9606,Homo sapiens,"PSMD8","","R-HSA-5607731;R-HSA-5668481;R-HSA-5668520"
R-HSA-400206,"Regulation of lipid metabolism by PPARalpha",2,177,0.012188403801129321,0.9003069200038184,0.9003069200038184,1,44,0.0032772232980783555,9606,Homo sapiens,"APOA1","","R-HSA-1989754"
R-HSA-9694516,"SARS-CoV-2 Infection",1,105,0.007230409034568242,0.9005024930385881,0.9005024930385881,2,115,0.008565469983613884,9606,Homo sapiens,"CTSL1;CTSL","","R-HSA-9685655;R-HSA-9694287"
R-HSA-2168880,"Scavenging of heme from plasma",1,106,0.0072992700729927005,0.9026731862143076,0.9026731862143076,1,12,8.937881722031879E-4,9606,Homo sapiens,"APOA1","","R-HSA-2168889"
R-HSA-8939236,"RUNX1 regulates transcription of genes involved in differentiation of HSCs",1,106,0.0072992700729927005,0.9026731862143076,0.9026731862143076,1,15,0.0011172352152539848,9606,Homo sapiens,"PSMD8","","R-HSA-8957265"
R-HSA-190236,"Signaling by FGFR",1,107,0.00736813111141716,0.9047966680121835,0.9047966680121835,114,142,0.010576493371071057,9606,Homo sapiens,"FGF2","","R-HSA-5654614;R-HSA-5654615;R-HSA-5654612;R-HSA-5654608;R-HSA-5654622;R-HSA-5654623;R-HSA-5654620;R-HSA-5654618;R-HSA-5654596;R-HSA-5654597;R-HSA-5654594;R-HSA-5654592;R-HSA-5654607;R-HSA-5654605;R-HSA-5654603;R-HSA-5654600;R-HSA-5654646;R-HSA-5654647;R-HSA-5654643;R-HSA-5654640;R-HSA-190245;R-HSA-5654641;R-HSA-5654655;R-HSA-5654399;R-HSA-5654653;R-HSA-5654397;R-HSA-5654651;R-HSA-5654392;R-HSA-190258;R-HSA-5654631;R-HSA-5654628;R-HSA-190256;R-HSA-190260;R-HSA-5654625;R-HSA-190261;R-HSA-5654637;R-HSA-190265;R-HSA-5654634;R-HSA-5654633;R-HSA-5656070;R-HSA-5656064;R-HSA-5654582;R-HSA-5654578;R-HSA-5654591;R-HSA-5654586;R-HSA-5654587;R-HSA-5654584;R-HSA-5654566;R-HSA-5654565;R-HSA-5654562;R-HSA-190326;R-HSA-5654560;R-HSA-5654575;R-HSA-5654573;R-HSA-5654571;R-HSA-5654569;R-HSA-5654224;R-HSA-5654222;R-HSA-5654734;R-HSA-5654730;R-HSA-5654729;R-HSA-8941613;R-HSA-8941628;R-HSA-190388;R-HSA-5654511;R-HSA-8941618;R-HSA-8941623;R-HSA-5654422;R-HSA-5654679;R-HSA-5654167;R-HSA-5654423;R-HSA-5654677;R-HSA-5654165;R-HSA-5654418;R-HSA-5654163;R-HSA-5654672;R-HSA-5654416;R-HSA-5654673;R-HSA-5654684;R-HSA-5654428;R-HSA-5654426;R-HSA-5654169;R-HSA-190413;R-HSA-5654425;R-HSA-5654662;R-HSA-5654406;R-HSA-5654151;R-HSA-5654663;R-HSA-5654407;R-HSA-5654148;R-HSA-5654404;R-HSA-5654149;R-HSA-5654658;R-HSA-5654402;R-HSA-5654659;R-HSA-5654147;R-HSA-5654159;R-HSA-190427;R-HSA-5654669;R-HSA-5654157;R-HSA-5654413;R-HSA-5654667;R-HSA-5654408;R-HSA-5654664;R-HSA-5654409;R-HSA-190429;R-HSA-5654709;R-HSA-5654705;R-HSA-5654717;R-HSA-5654714;R-HSA-5654692;R-HSA-5654690;R-HSA-5654701;R-HSA-5654697"
R-HSA-6807878,"COPI-mediated anterograde transport",1,107,0.00736813111141716,0.9047966680121835,0.9047966680121835,6,12,8.937881722031879E-4,9606,Homo sapiens,"CD59","","R-HSA-6807877;R-HSA-6809011;R-HSA-6807875;R-HSA-6809010;R-HSA-6809006;R-HSA-6809003"
R-HSA-381340,"Transcriptional regulation of white adipocyte differentiation",1,109,0.007505853188266079,0.9089060699582308,0.9089060699582308,2,18,0.0013406822583047818,9606,Homo sapiens,"TGFB1","","R-HSA-560491;R-HSA-381283"
R-HSA-9020702,"Interleukin-1 signaling",1,109,0.007505853188266079,0.9089060699582308,0.9089060699582308,1,47,0.0035006703411291523,9606,Homo sapiens,"PSMD8","","R-HSA-209061"
R-HSA-3214847,"HATs acetylate histones",1,110,0.0075747142266905385,0.91089397150897,0.91089397150897,1,15,0.0011172352152539848,9606,Homo sapiens,"HCFC1","","R-HSA-3321805"
R-HSA-198933,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",4,316,0.021760088142129184,0.916285327414287,0.916285327414287,2,44,0.0032772232980783555,9606,Homo sapiens,"COL1A1;COL3A1;COL2A1;COL1A2","","R-HSA-5696356;R-HSA-5696357"
R-HSA-199991,"Membrane Trafficking",10,665,0.045792590552265526,0.9195905482973371,0.9195905482973371,46,219,0.016311634142708177,9606,Homo sapiens,"LMAN1;COL7A1;CPD;LMAN2;CTSZ;CD59;APOB;CTSC;F5","","R-HSA-8868230;R-HSA-421831;R-HSA-5694418;R-HSA-432706;R-HSA-432707;R-HSA-203973;R-HSA-5694417;R-HSA-6809006;R-HSA-5694431;R-HSA-421836;R-HSA-5694428;R-HSA-8868236;R-HSA-6809003;R-HSA-5694427;R-HSA-421835;R-HSA-432712;R-HSA-421833;R-HSA-6809011;R-HSA-6809010;R-HSA-5694410;R-HSA-8871194;R-HSA-8871193;R-HSA-5694409;R-HSA-8868071;R-HSA-6807877;R-HSA-6807875;R-HSA-8863471;R-HSA-5694527;R-HSA-8867756;R-HSA-204008;R-HSA-8868651;R-HSA-5694522;R-HSA-8867754;R-HSA-8868072;R-HSA-8868648;R-HSA-5694439;R-HSA-8868661;R-HSA-5694436;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-5694435;R-HSA-432688;R-HSA-5694446;R-HSA-8869438;R-HSA-5694441"
R-HSA-163125,"Post-translational modification: synthesis of GPI-anchored proteins",1,115,0.007919019418812836,0.9202032225706507,0.9202032225706507,2,16,0.0011917175629375838,9606,Homo sapiens,"PLAUR","","R-HSA-162836;R-HSA-162729"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",1,115,0.007919019418812836,0.9202032225706507,0.9202032225706507,1,15,0.0011172352152539848,9606,Homo sapiens,"APOB","","R-HSA-8863471"
R-HSA-109581,"Apoptosis",2,192,0.013221319377496212,0.9236291637357349,0.9236291637357349,2,141,0.010502011023387457,9606,Homo sapiens,"PSMD8;PLEC","","R-HSA-211715;R-HSA-201637"
R-HSA-418346,"Platelet homeostasis",1,117,0.008056741495661754,0.9236494795003934,0.9236494795003934,4,30,0.0022344704305079697,9606,Homo sapiens,"APOB","","R-HSA-432129;R-HSA-435244;R-HSA-8948034;R-HSA-432121"
R-HSA-5607764,"CLEC7A (Dectin-1) signaling",1,120,0.008263324610935133,0.9285426372106451,0.9285426372106451,2,45,0.0033517056457619543,9606,Homo sapiens,"PSMD8","","R-HSA-5607731;R-HSA-5607724"
R-HSA-1474165,"Reproduction",1,123,0.00846990772620851,0.9331231246639587,0.9331231246639587,1,24,0.0017875763444063757,9606,Homo sapiens,"ADAM9","","R-HSA-1297338"
R-HSA-168255,"Influenza Infection",2,200,0.013772207684891888,0.9338670679718346,0.9338670679718346,2,59,0.004394458513332341,9606,Homo sapiens,"TGFB1;CALR","","R-HSA-169921;R-HSA-168865"
R-HSA-2559583,"Cellular Senescence",2,200,0.013772207684891888,0.9338670679718346,0.9338670679718346,2,90,0.006703411291523909,9606,Homo sapiens,"IGFBP7","","R-HSA-3797196;R-HSA-3797202"
R-HSA-5610787,"Hedgehog 'off' state",1,124,0.00853876876463297,0.9345839518248721,0.9345839518248721,4,32,0.0023834351258751676,9606,Homo sapiens,"PSMD8","","R-HSA-5610757;R-HSA-5610758;R-HSA-5610754;R-HSA-5610760"
R-HSA-202424,"Downstream TCR signaling",1,124,0.00853876876463297,0.9345839518248721,0.9345839518248721,1,24,0.0017875763444063757,9606,Homo sapiens,"PSMD8","","R-HSA-5607724"
R-HSA-4420097,"VEGFA-VEGFR2 Pathway",1,126,0.00867649084148189,0.9374108623389616,0.9374108623389616,4,79,0.00588410546700432,9606,Homo sapiens,"TGFB1I1","","R-HSA-5218811;R-HSA-5218809;R-HSA-5218839;R-HSA-5218822"
R-HSA-5628897,"TP53 Regulates Metabolic Genes",1,126,0.00867649084148189,0.9374108623389616,0.9374108623389616,1,34,0.0025323998212423656,9606,Homo sapiens,"PRDX2","","R-HSA-3341343"
R-HSA-69239,"Synthesis of DNA",1,133,0.009158518110453106,0.9463796932948655,0.9463796932948655,2,26,0.0019365410397735737,9606,Homo sapiens,"PSMD8","","R-HSA-68948;R-HSA-69016"
R-HSA-416476,"G alpha (q) signalling events",3,283,0.019487673874122022,0.9478657436903931,0.9478657436903931,5,35,0.0026068821689259644,9606,Homo sapiens,"ANXA1;MMP1;F2","","R-HSA-749448;R-HSA-2179413;R-HSA-749452;R-HSA-2179402;R-HSA-379048"
